,labels,path
214,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-05-02-01-02-04.wav
215,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-06-02-01-01-04.wav
216,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-06-01-02-01-04.wav
217,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-02-02-04.wav
218,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-08-01-01-02-04.wav
219,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-08-02-02-02-04.wav
220,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-02-01-02-02-04.wav
221,female_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-01-01-02-01-04.wav
222,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-02-02-01-02-04.wav
223,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-03-01-01-01-04.wav
224,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-03-02-02-01-04.wav
225,female_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-01-01-01-02-04.wav
226,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-02-01-01-01-04.wav
227,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-02-02-02-01-04.wav
228,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-03-01-02-02-04.wav
229,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-03-02-01-02-04.wav
230,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-04-02-01-02-04.wav
231,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-07-02-01-01-04.wav
232,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-07-01-02-01-04.wav
233,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-04-01-02-02-04.wav
234,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-06-02-02-02-04.wav
235,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-05-02-02-01-04.wav
236,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-05-01-01-01-04.wav
237,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-06-01-01-02-04.wav
238,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-08-01-02-01-04.wav
239,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_04/03-01-08-02-01-01-04.wav
240,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-01-05.wav
241,male_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-02-05.wav
242,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-01-05.wav
243,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-02-05.wav
244,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-02-05.wav
245,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-01-05.wav
246,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-02-05.wav
247,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-02-05.wav
248,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-01-05.wav
249,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-01-05.wav
250,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-02-05.wav
251,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-02-05.wav
252,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-01-05.wav
253,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-01-05.wav
254,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-01-05.wav
255,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-01-05.wav
256,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-02-05.wav
257,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-02-05.wav
258,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-01-05.wav
259,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-01-05.wav
260,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-02-05.wav
261,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-02-05.wav
262,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-01-05.wav
263,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-02-05.wav
264,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-02-05.wav
265,male_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-01-05.wav
266,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-02-05.wav
267,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-02-05.wav
268,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-01-05.wav
269,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-01-05.wav
270,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-05-01-02-02-05.wav
271,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-06-01-02-01-05.wav
272,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-06-02-01-01-05.wav
273,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-05-02-01-02-05.wav
274,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-07-01-01-02-05.wav
275,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-04-01-01-01-05.wav
276,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-04-02-02-01-05.wav
277,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-07-02-02-02-05.wav
278,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-08-02-02-02-05.wav
279,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-08-01-01-02-05.wav
280,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-03-02-02-01-05.wav
281,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-03-01-01-01-05.wav
282,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-02-02-01-02-05.wav
283,male_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-01-01-02-01-05.wav
284,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-02-01-02-02-05.wav
285,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-03-02-01-02-05.wav
286,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-03-01-02-02-05.wav
287,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-02-02-02-01-05.wav
288,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-02-01-01-01-05.wav
289,male_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-01-01-01-02-05.wav
290,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-06-01-01-02-05.wav
291,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-05-01-01-01-05.wav
292,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-05-02-02-01-05.wav
293,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-06-02-02-02-05.wav
294,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-04-01-02-02-05.wav
295,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-07-01-02-01-05.wav
296,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-07-02-01-01-05.wav
297,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-04-02-01-02-05.wav
298,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-08-02-01-01-05.wav
299,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_05/03-01-08-01-02-01-05.wav
300,female_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-02-06.wav
301,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-01-06.wav
302,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-01-06.wav
303,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-02-06.wav
304,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-02-06.wav
305,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-01-06.wav
306,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-01-06.wav
307,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-02-06.wav
308,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-01-06.wav
309,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-01-06.wav
310,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-02-06.wav
311,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-02-06.wav
312,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-01-06.wav
313,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-01-06.wav
314,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-02-06.wav
315,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-02-06.wav
316,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-02-06.wav
317,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-02-06.wav
318,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-01-06.wav
319,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-01-06.wav
320,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-02-06.wav
321,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-02-06.wav
322,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-01-06.wav
323,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-01-06.wav
324,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-02-06.wav
325,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-02-06.wav
326,female_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-01-06.wav
327,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-02-06.wav
328,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-01-06.wav
329,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-01-06.wav
330,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-08-02-02-02-06.wav
331,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-08-01-01-02-06.wav
332,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-06-01-02-01-06.wav
333,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-05-01-02-02-06.wav
334,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-01-02-06.wav
335,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-06-02-01-01-06.wav
336,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-04-01-01-01-06.wav
337,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-07-01-01-02-06.wav
338,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-07-02-02-02-06.wav
339,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-04-02-02-01-06.wav
340,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-03-02-02-01-06.wav
341,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-03-01-01-01-06.wav
342,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-01-02-06.wav
343,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-02-01-02-02-06.wav
344,female_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-01-01-02-01-06.wav
345,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-03-02-01-02-06.wav
346,female_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-03-01-02-02-06.wav
347,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-02-02-02-01-06.wav
348,female_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-01-01-01-02-06.wav
349,female_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-02-01-01-01-06.wav
350,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-08-02-01-01-06.wav
351,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-08-01-02-01-06.wav
352,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-05-01-01-01-06.wav
353,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-06-01-01-02-06.wav
354,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-06-02-02-02-06.wav
355,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-05-02-02-01-06.wav
356,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-07-01-02-01-06.wav
357,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-04-01-02-02-06.wav
358,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-04-02-01-02-06.wav
359,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_06/03-01-07-02-01-01-06.wav
360,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-03-02-02-02-07.wav
361,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-02-07.wav
362,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-01-07.wav
363,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-01-07.wav
364,male_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-02-07.wav
365,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-08-02-02-01-07.wav
366,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-08-01-01-01-07.wav
367,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-06-01-02-02-07.wav
368,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-02-01-07.wav
369,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-01-07.wav
370,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-06-02-01-02-07.wav
371,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-01-02-07.wav
372,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-07-01-01-01-07.wav
373,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-07-02-02-01-07.wav
374,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-04-02-02-02-07.wav
375,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-08-02-01-02-07.wav
376,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-08-01-02-02-07.wav
377,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-02-07.wav
378,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-06-01-01-01-07.wav
379,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-06-02-02-01-07.wav
380,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-05-02-02-02-07.wav
381,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-07-01-02-02-07.wav
382,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-02-01-07.wav
383,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-04-02-01-01-07.wav
384,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-07-02-01-02-07.wav
385,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-01-07.wav
386,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-01-07.wav
387,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-02-07.wav
388,male_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-01-07.wav
389,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-02-07.wav
390,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-08-01-01-02-07.wav
391,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-08-02-02-02-07.wav
392,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-04-02-02-01-07.wav
393,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-07-02-02-02-07.wav
394,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-07-01-01-02-07.wav
395,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-01-01-07.wav
396,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-06-02-01-01-07.wav
397,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-05-02-01-02-07.wav
398,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-02-02-07.wav
399,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-06-01-02-01-07.wav
400,male_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-01-01-02-01-07.wav
401,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-02-01-02-02-07.wav
402,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-02-02-01-02-07.wav
403,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-03-01-01-01-07.wav
404,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-03-02-02-01-07.wav
405,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-02-01-01-01-07.wav
406,male_neutral,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-01-01-01-02-07.wav
407,male_calm,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-02-02-02-01-07.wav
408,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-03-01-02-02-07.wav
409,male_happy,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-03-02-01-02-07.wav
410,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-08-01-02-01-07.wav
411,male_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-08-02-01-01-07.wav
412,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-07-02-01-01-07.wav
413,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-04-02-01-02-07.wav
414,male_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-04-01-02-02-07.wav
415,male_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-07-01-02-01-07.wav
416,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-05-02-02-01-07.wav
417,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-06-02-02-02-07.wav
418,male_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-06-01-01-02-07.wav
419,male_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_07/03-01-05-01-01-01-07.wav
420,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_08/03-01-08-01-02-01-08.wav
421,female_surprise,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-01-08.wav
422,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_08/03-01-07-02-01-01-08.wav
423,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_08/03-01-04-02-01-02-08.wav
424,female_sad,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_08/03-01-04-01-02-02-08.wav
425,female_disgust,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_08/03-01-07-01-02-01-08.wav
426,female_angry,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_08/03-01-05-02-02-01-08.wav
427,female_fear,/Users/murielkosaka/Desktop/audio/audio/audio_speech_actors_01-24/Actor_08/03-01-06-02-02-02-08.wav
